#{"t_start": 1771818072.594501, "env_id": "None"}
r,l,t
226.98,360,150.09454
220.56,360,150.245322
238.255,360,150.396351
220.905,360,150.546805
231.62,360,151.956018
214.69,360,152.108224
238.04,360,152.258981
240.03,360,152.410543
206.75,360,152.559499
218.875,360,153.926789
222.675,360,154.079475
206.915,360,154.229738
186.15,360,154.380158
208.97,360,154.531205
227.985,360,154.682242
173.54,360,156.093466
208.45,360,156.243757
225.21,360,156.394844
212.2,360,156.5447
237.47,360,156.697827
230.325,360,156.84806
216.81,360,158.217661
211.94,360,158.369273
208.675,360,158.518783
235.36,360,158.667741
208.665,360,158.8199
215.495,360,160.184853
233.18,360,160.335708
185.51,360,160.485998
227.31,360,160.635501
227.74,360,160.786175
242.13,360,160.937638
215.335,360,162.306471
228.455,360,162.458125
220.505,360,162.609389
203.545,360,162.758487
208.325,360,162.909196
205.875,360,163.059931
228.595,360,164.525723
194.005,360,164.675657
202.3,360,164.826145
228.82,360,164.977038
197.59,360,165.128695
215.065,360,165.278436
230.605,360,166.701873
227.025,360,166.852519
210.275,360,167.004282
209.11,360,167.15741
219.775,360,167.309452
235.25,360,168.680426
232.58,360,168.830762
200.38,360,168.982336
225.58,360,169.133256
186.56,360,169.283256
220.665,360,169.435799
242.65,360,170.800829
198.455,360,170.95193
225.485,360,171.102402
219.24,360,171.25221
208.285,360,171.402327
256.0,360,171.553785
229.76,360,172.972183
212.275,360,173.127755
195.435,360,173.278336
257.255,360,173.429177
190.72,360,173.579716
211.655,360,175.021626
220.72,360,175.18739
212.715,360,175.35127
214.155,360,175.513949
233.095,360,175.689493
210.58,360,175.852095
238.815,360,177.413781
258.155,360,177.584881
246.785,360,177.758244
212.735,360,177.919348
215.235,360,178.072955
210.225,360,178.229095
204.755,360,179.666632
218.995,360,179.817445
217.535,360,179.970148
228.77,360,180.123188
224.34,360,180.276564
240.245,360,181.645664
202.44,360,181.796865
180.235,360,181.949063
201.205,360,182.099797
211.78,360,182.252165
228.155,360,182.402554
214.875,360,183.916094
219.255,360,184.082545
223.005,360,184.27227
228.08,360,184.502579
211.22,360,184.68781
226.35,360,184.858714
202.525,360,186.355499
207.265,360,186.504986
196.505,360,186.654174
214.525,360,186.892945
218.94,360,187.055933
213.32,360,188.63322
230.825,360,188.790445
217.58,360,188.941789
189.305,360,189.095256
245.075,360,189.247802
179.55,360,189.402287
223.685,360,190.851441
200.705,360,191.005643
206.415,360,191.158133
211.115,360,191.312405
201.16,360,191.47418
226.07,360,191.648996
225.34,360,193.060093
205.665,360,193.212679
211.63,360,193.364414
230.39,360,193.518825
231.86,360,193.670883
223.85,360,193.821456
215.73,360,195.190985
208.115,360,195.33862
218.43,360,195.486311
241.775,360,195.635096
240.11,360,195.782209
235.365,360,197.137062
207.385,360,197.285631
218.46,360,197.43352
227.455,360,197.581856
201.905,360,197.730938
207.78,360,197.87862
210.15,360,199.233789
231.465,360,199.381152
217.98,360,199.529495
201.895,360,199.677915
248.495,360,199.826577
226.98,360,199.973629
212.475,360,201.32653
211.075,360,201.474477
232.4,360,201.623277
213.855,360,201.771053
235.555,360,201.919586
237.965,360,203.289782
206.255,360,203.451857
201.02,360,203.674661
232.435,360,203.86126
226.965,360,204.024542
214.925,360,204.18022
199.7,360,205.598959
224.145,360,205.763747
205.225,360,205.916653
233.48,360,206.070736
241.35,360,206.222561
225.215,360,206.37514
232.975,360,207.756635
242.675,360,207.908662
204.845,360,208.065145
231.915,360,208.236147
191.52,360,208.392161
204.915,360,209.771735
215.0,360,209.924708
261.21,360,210.078145
213.66,360,210.228751
211.385,360,210.38235
202.87,360,210.533954
198.13,360,211.914515
206.465,360,212.067679
222.165,360,212.219102
184.285,360,212.372408
202.04,360,212.523632
238.55,360,212.67755
225.085,360,214.107211
214.07,360,214.260712
247.775,360,214.413027
201.42,360,214.56548
228.755,360,214.718211
208.94,360,216.095062
209.91,360,216.248201
214.42,360,216.397799
194.195,360,216.549743
219.18,360,216.701884
220.935,360,216.853448
223.765,360,218.236519
231.58,360,218.389771
215.96,360,218.542279
220.69,360,218.693939
244.15,360,218.844976
192.255,360,218.997869
230.77,360,220.374787
227.895,360,220.527684
206.7,360,220.680573
230.66,360,220.832609
221.505,360,220.985744
215.79,360,222.427708
212.955,360,222.583859
226.37,360,222.735703
227.905,360,222.888227
240.805,360,223.040193
183.07,360,223.192027
212.195,360,224.568453
185.785,360,224.723469
232.27,360,224.875387
220.445,360,225.029323
189.84,360,225.183258
244.745,360,225.337427
211.47,360,226.762081
216.325,360,226.915458
203.555,360,227.067234
239.195,360,227.220036
210.87,360,227.372329
224.29,360,227.524286
219.87,360,229.014807
214.84,360,229.17072
211.44,360,229.323994
227.32,360,229.476951
254.145,360,229.630201
228.02,360,231.009457
216.505,360,231.162002
207.885,360,231.315176
223.48,360,231.467726
226.975,360,231.620291
223.265,360,231.772659
224.53,360,233.151475
213.585,360,233.303304
219.765,360,233.456965
231.97,360,233.608574
232.68,360,233.762261
231.925,360,233.913667
180.7,360,235.292177
208.815,360,235.44499
238.785,360,235.598056
216.96,360,235.75213
219.605,360,235.903357
230.66,360,237.278751
225.8,360,237.433861
234.1,360,237.585481
181.25,360,237.735892
232.975,360,237.885822
250.4,360,238.037207
248.33,360,239.442491
215.975,360,239.59553
239.86,360,239.749632
245.445,360,239.902415
239.375,360,240.0557
212.545,360,240.20734
188.49,360,241.584061
209.8,360,241.737808
218.25,360,241.890395
207.85,360,242.043206
234.215,360,242.19686
187.34,360,243.565937
214.33,360,243.71744
193.765,360,243.871817
212.56,360,244.023852
210.37,360,244.176944
208.26,360,244.328557
214.465,360,245.706554
208.805,360,245.860074
207.085,360,246.01375
202.4,360,246.166951
208.205,360,246.318739
193.45,360,246.469527
202.755,360,247.91745
212.84,360,248.069694
237.255,360,248.223293
229.005,360,248.375763
220.215,360,248.52841
254.185,360,249.923844
225.24,360,250.077791
236.55,360,250.230547
211.545,360,250.384946
216.355,360,250.537137
167.61,360,250.690305
218.97,360,252.068454
224.86,360,252.220732
208.725,360,252.374958
192.86,360,252.527043
224.34,360,252.67803
214.2,360,252.830649
199.315,360,254.209004
222.57,360,254.362628
208.04,360,254.512647
216.37,360,254.664967
239.885,360,254.818341
226.75,360,256.193861
217.145,360,256.346679
229.695,360,256.500509
224.63,360,256.653752
189.7,360,256.806741
204.435,360,256.961675
197.75,360,258.380395
225.03,360,258.533457
214.24,360,258.687468
247.035,360,258.840094
224.405,360,258.991041
229.415,360,259.14319
205.75,360,260.521299
204.44,360,260.673846
220.685,360,260.826729
241.555,360,260.97901
217.64,360,261.13086
226.94,360,261.283167
195.76,360,262.661085
195.13,360,262.814527
207.34,360,262.967063
211.665,360,263.12026
206.285,360,263.272055
