#{"t_start": 1771820455.16017, "env_id": "None"}
r,l,t
243.23,360,67.963099
244.885,360,68.231058
248.17,360,70.45214
198.7,360,70.732441
210.6,360,71.010655
208.995,360,71.282932
155.93,360,71.564021
220.65,360,71.831309
213.76,360,73.896061
215.19,360,74.162906
215.54,360,74.429638
212.935,360,74.716513
171.33,360,74.985235
201.545,360,75.252689
233.905,360,77.314739
207.205,360,77.582711
247.75,360,77.847763
198.3,360,78.113571
186.04,360,78.382142
241.415,360,80.441383
211.795,360,80.709372
223.07,360,80.975157
217.205,360,81.241438
238.41,360,81.507602
210.385,360,81.775825
243.74,360,83.940967
187.69,360,84.240728
200.16,360,84.5148
218.815,360,84.79566
197.575,360,85.067747
233.37,360,85.346897
222.83,360,87.419091
185.92,360,87.686048
222.77,360,87.96676
226.585,360,88.262463
164.61,360,88.580735
205.62,360,90.807149
180.17,360,91.090235
231.895,360,91.38235
198.06,360,91.651782
256.905,360,91.919372
201.465,360,92.184877
193.125,360,94.245071
202.13,360,94.513875
191.05,360,94.778816
213.59,360,95.057941
171.62,360,95.331242
203.805,360,95.597442
237.83,360,97.709085
231.305,360,97.984903
217.69,360,98.271582
216.52,360,98.575129
207.61,360,98.857697
216.785,360,100.993973
230.495,360,101.260861
206.615,360,101.527923
233.38,360,101.792658
211.57,360,102.059005
241.225,360,102.386955
227.175,360,104.456717
194.695,360,104.72581
212.99,360,104.994753
242.54,360,105.261384
211.945,360,105.530887
206.925,360,105.800569
203.305,360,107.985512
187.305,360,108.255155
182.25,360,108.521352
211.265,360,108.7878
179.21,360,109.058724
200.825,360,109.324401
234.4,360,111.389774
213.36,360,111.657705
243.77,360,111.92383
204.9,360,112.190181
229.56,360,112.458491
202.42,360,114.526993
209.85,360,114.794919
215.395,360,115.06547
199.345,360,115.353145
224.775,360,115.625179
201.95,360,115.893359
221.3,360,118.044356
251.645,360,118.311819
249.565,360,118.57872
221.31,360,118.845363
202.38,360,119.110941
205.005,360,119.378166
172.335,360,121.442889
211.455,360,121.710898
225.035,360,121.974988
213.79,360,122.242139
221.06,360,122.513068
245.66,360,124.649344
231.45,360,124.915675
222.21,360,125.184763
207.99,360,125.450421
212.905,360,125.715737
193.375,360,125.982538
193.515,360,128.073557
199.145,360,128.340865
219.95,360,128.607531
198.135,360,128.872438
235.365,360,129.137913
214.55,360,129.403105
168.39,360,131.492977
208.215,360,131.759329
250.67,360,132.02562
218.955,360,132.292721
194.72,360,132.560188
178.725,360,134.62127
186.03,360,134.890705
212.645,360,135.158421
237.31,360,135.425751
211.165,360,135.694414
189.72,360,135.962111
191.435,360,138.071088
222.07,360,138.358582
159.375,360,138.624955
204.885,360,138.890173
211.11,360,139.155971
187.91,360,139.462417
220.52,360,141.668375
198.935,360,141.944165
223.585,360,142.21673
226.25,360,142.554836
205.48,360,142.827767
203.75,360,144.935256
202.645,360,145.217784
227.175,360,145.487449
238.58,360,145.759836
257.445,360,146.029659
199.71,360,146.299999
205.135,360,148.38348
223.96,360,148.65309
193.065,360,148.927318
196.715,360,149.195901
232.625,360,149.466175
215.075,360,149.740525
188.165,360,151.959672
234.87,360,152.233297
254.02,360,152.50448
199.005,360,152.780038
229.13,360,153.052482
230.595,360,153.328058
203.675,360,155.450169
194.19,360,155.722679
233.06,360,155.996346
217.1,360,156.297708
221.125,360,156.586309
238.305,360,158.70725
227.135,360,158.979449
250.59,360,159.248173
182.55,360,159.517918
241.91,360,159.793908
194.75,360,160.065752
199.425,360,162.181592
249.72,360,162.453348
202.59,360,162.746338
240.63,360,163.020028
222.415,360,163.291807
205.505,360,163.562089
237.635,360,165.716406
208.67,360,165.986828
197.395,360,166.255784
246.36,360,166.526715
228.155,360,166.858247
172.04,360,168.971542
176.055,360,169.242367
228.44,360,169.53167
216.41,360,169.868475
235.995,360,170.172422
203.77,360,170.455367
220.55,360,172.568228
186.415,360,172.84036
216.93,360,173.111007
209.075,360,173.382435
219.395,360,173.650778
211.01,360,173.985385
226.775,360,176.084648
199.04,360,176.370987
212.77,360,176.639226
213.415,360,176.986257
256.34,360,177.297981
236.32,360,179.432764
165.225,360,179.702606
187.585,360,179.96971
179.175,360,180.243209
243.845,360,180.509133
205.375,360,180.776221
249.08,360,182.834302
197.645,360,183.102903
208.61,360,183.368944
200.485,360,183.63494
248.075,360,183.900435
220.645,360,184.16781
235.285,360,186.221956
218.355,360,186.488624
216.91,360,186.755167
231.945,360,187.02009
216.67,360,187.286757
212.18,360,189.345438
198.115,360,189.612677
203.39,360,189.879921
210.47,360,190.146862
219.475,360,190.413778
231.56,360,190.681404
202.055,360,192.807842
221.135,360,193.079462
205.97,360,193.346357
221.715,360,193.614761
210.9,360,193.881111
235.235,360,194.149609
241.745,360,196.217775
226.54,360,196.484195
182.24,360,196.753488
220.2,360,197.019853
193.66,360,197.287854
217.52,360,199.352306
220.86,360,199.621832
193.35,360,199.891844
222.28,360,200.159327
191.355,360,200.425265
202.0,360,200.688151
193.52,360,202.794976
211.055,360,203.068892
237.975,360,203.336065
190.955,360,203.603402
234.84,360,203.869661
239.995,360,204.135768
192.95,360,206.210672
214.28,360,206.476892
244.61,360,206.742669
224.63,360,207.009348
219.69,360,207.277983
214.235,360,207.544041
211.115,360,209.610379
231.955,360,209.875429
215.795,360,210.143042
211.285,360,210.407716
224.53,360,210.672897
208.005,360,212.728942
228.77,360,213.054746
224.08,360,213.327537
215.45,360,213.596338
215.17,360,213.864694
202.82,360,214.132583
216.955,360,216.180075
259.78,360,216.448245
189.88,360,216.713859
212.215,360,216.98052
238.35,360,217.248512
200.625,360,217.515932
233.29,360,219.595255
234.62,360,219.859492
244.73,360,220.127613
193.02,360,220.393683
262.49,360,220.66008
214.465,360,222.717817
253.9,360,222.984784
223.31,360,223.254
219.89,360,223.520687
210.955,360,223.849187
179.82,360,224.117283
218.46,360,226.184301
230.26,360,226.452533
234.855,360,226.720136
213.795,360,226.985321
242.725,360,227.251815
228.305,360,227.517189
196.38,360,229.577434
200.57,360,229.844713
214.85,360,230.111896
207.055,360,230.378708
214.305,360,230.647723
225.405,360,232.706397
198.1,360,232.97242
194.995,360,233.240284
212.51,360,233.506686
220.145,360,233.773663
194.46,360,234.037917
208.495,360,236.095021
214.175,360,236.361687
245.77,360,236.628572
240.65,360,236.896089
227.105,360,237.171284
184.79,360,237.441801
201.185,360,239.60622
179.55,360,239.875511
224.04,360,240.142193
213.675,360,240.431752
224.29,360,240.703701
202.845,360,242.95163
234.225,360,243.221592
222.91,360,243.489605
229.16,360,243.756758
187.825,360,244.311388
233.555,360,244.613034
205.095,360,247.046794
226.155,360,247.524231
237.315,360,247.905603
243.77,360,248.234121
224.935,360,248.547001
189.81,360,248.850401
222.43,360,251.022672
201.645,360,251.293756
150.935,360,251.561777
248.005,360,251.825518
214.01,360,252.109007
229.595,360,254.283409
225.055,360,254.552871
234.815,360,254.820628
223.12,360,255.087659
190.165,360,255.354935
225.745,360,255.621795
228.56,360,257.837645
219.1,360,258.106736
251.42,360,258.37568
238.5,360,258.648884
224.87,360,258.923728
232.95,360,259.190021
223.0,360,261.294962
255.02,360,261.567135
209.62,360,261.832887
231.495,360,262.099695
215.84,360,262.365576
231.94,360,262.634308
244.285,360,264.781968
255.505,360,265.052004
230.595,360,265.320334
181.35,360,265.586832
181.63,360,265.853398
230.825,360,267.929394
187.555,360,268.196563
204.385,360,268.469655
234.825,360,268.736155
197.735,360,269.024796
238.335,360,269.314638
183.335,360,271.554161
201.38,360,271.822995
192.72,360,272.091668
195.59,360,272.361841
219.925,360,272.658988
227.205,360,272.96783
243.075,360,275.110891
225.045,360,275.376962
208.715,360,275.645651
223.47,360,275.912864
203.035,360,276.179633
208.475,360,278.254862
219.895,360,278.52415
232.985,360,278.795903
240.355,360,279.062461
223.095,360,279.372739
203.7,360,279.6577
243.625,360,281.72714
191.07,360,281.993354
244.5,360,282.260233
221.17,360,282.526356
223.89,360,282.793002
186.8,360,283.058
189.1,360,285.196889
246.075,360,285.462678
183.965,360,285.729492
187.325,360,286.006763
228.425,360,286.31875
217.19,360,288.810827
211.66,360,289.091204
201.55,360,289.362825
175.49,360,289.633318
233.37,360,289.914301
225.43,360,290.27796
233.84,360,292.748988
251.79,360,293.038917
212.555,360,293.350054
208.685,360,293.683013
179.78,360,293.977178
237.81,360,294.262922
183.585,360,296.720562
205.615,360,296.99153
197.06,360,297.324046
203.84,360,297.603095
202.025,360,297.871304
225.07,360,300.046116
246.35,360,300.318624
217.865,360,300.598523
184.235,360,300.867656
207.635,360,301.138538
227.32,360,301.410034
218.455,360,303.50174
207.27,360,303.772753
218.975,360,304.040184
224.595,360,304.311751
232.025,360,304.580906
216.94,360,304.84814
198.78,360,307.018888
214.345,360,307.31852
253.465,360,307.611056
250.96,360,307.981124
225.005,360,308.255512
239.575,360,308.522925
217.735,360,310.591376
214.685,360,310.858571
226.105,360,311.125075
242.395,360,311.392314
243.23,360,311.661951
228.825,360,313.783781
218.025,360,314.051436
211.005,360,314.319504
237.995,360,314.589521
226.045,360,314.855692
222.545,360,315.12341
249.715,360,317.191787
214.5,360,317.458758
209.935,360,317.726777
230.75,360,317.994577
240.91,360,318.262463
231.815,360,318.529483
221.81,360,320.593765
218.08,360,320.862852
232.3,360,321.132929
233.555,360,321.446811
186.09,360,321.720105
209.42,360,323.852186
215.185,360,324.121084
242.55,360,324.39016
188.77,360,324.658332
183.84,360,324.990802
218.02,360,325.262629
226.88,360,327.329893
258.45,360,327.598495
223.195,360,327.867313
223.785,360,328.134921
215.21,360,328.403036
259.845,360,328.672304
238.75,360,330.738485
233.29,360,331.005738
226.905,360,331.272166
244.955,360,331.540521
219.575,360,331.808321
203.805,360,333.87118
177.665,360,334.139677
212.755,360,334.406665
230.045,360,334.673708
211.715,360,334.944174
218.13,360,335.209844
214.125,360,337.328097
233.01,360,337.59735
237.405,360,337.865163
243.505,360,338.128107
214.49,360,338.392037
231.225,360,338.664081
231.97,360,340.732122
185.315,360,341.000766
215.33,360,341.268315
221.475,360,341.537906
179.315,360,341.806481
227.645,360,343.870723
250.435,360,344.141489
229.79,360,344.40844
240.725,360,344.676757
256.795,360,344.944966
224.105,360,345.212011
234.545,360,347.279543
216.745,360,347.547099
198.84,360,347.816879
220.69,360,348.083322
233.345,360,348.351458
195.41,360,348.617496
226.395,360,350.683915
212.83,360,350.952147
219.25,360,351.219047
231.89,360,351.487073
244.055,360,351.754651
239.115,360,353.818367
202.085,360,354.087446
213.5,360,354.354876
254.6,360,354.620548
236.85,360,354.887259
210.675,360,355.153108
238.1,360,357.287832
247.56,360,357.555646
237.52,360,357.824075
217.805,360,358.092736
220.285,360,358.360748
208.85,360,358.628589
220.435,360,360.696152
194.645,360,360.963661
264.515,360,361.230373
224.63,360,361.497867
182.54,360,361.764124
241.82,360,362.028478
216.37,360,364.09322
243.075,360,364.359918
241.54,360,364.62709
230.5,360,364.893696
232.69,360,365.161069
209.655,360,367.224658
180.94,360,367.49119
221.39,360,367.757772
226.265,360,368.026793
250.855,360,368.293383
230.91,360,368.56004
256.87,360,370.688054
259.385,360,370.957286
217.65,360,371.225289
216.38,360,371.492766
221.61,360,371.759739
230.65,360,372.027122
212.065,360,374.092145
230.615,360,374.361385
187.93,360,374.627908
203.245,360,374.894644
227.875,360,375.159986
231.005,360,377.224944
212.99,360,377.493073
229.975,360,377.761652
239.435,360,378.02971
205.975,360,378.296578
179.66,360,378.564543
229.835,360,380.62774
187.95,360,380.894541
223.525,360,381.162607
212.33,360,381.429393
233.845,360,381.697145
239.77,360,381.964445
179.04,360,384.098236
222.29,360,384.365856
213.74,360,384.632296
223.45,360,384.898555
277.93,360,385.166487
188.29,360,387.323047
237.0,360,387.596439
213.365,360,387.866969
225.415,360,388.134354
207.825,360,388.42074
221.465,360,388.6926
236.025,360,390.810001
222.365,360,391.083684
235.135,360,391.358785
236.51,360,391.627046
253.395,360,391.898955
208.01,360,392.168518
180.66,360,394.256199
233.235,360,394.52416
212.47,360,394.821369
232.275,360,395.089251
230.71,360,395.353506
249.51,360,397.402094
225.485,360,397.673703
245.315,360,397.938926
232.555,360,398.202951
252.335,360,398.467215
240.94,360,398.736985
211.665,360,400.836921
235.985,360,401.112733
207.545,360,401.387461
187.76,360,401.65954
210.995,360,401.928243
238.195,360,402.198953
216.92,360,404.318736
217.68,360,404.639982
213.19,360,404.909452
224.7,360,405.22286
201.54,360,405.495176
195.245,360,407.598231
264.575,360,407.868608
250.29,360,408.135572
254.36,360,408.403709
208.545,360,408.670848
250.17,360,408.996237
268.88,360,411.073414
218.33,360,411.341689
234.565,360,411.612069
168.92,360,411.88171
180.97,360,412.174462
224.01,360,412.462408
231.565,360,414.577334
214.7,360,414.876622
225.225,360,415.162693
183.315,360,415.431156
202.305,360,415.697225
226.045,360,416.033804
225.025,360,418.109424
214.815,360,418.378153
214.1,360,418.645406
239.145,360,418.913851
218.24,360,419.180366
